id,soc_stock_t_ha_observado,soc_stock_t_ha_predito,mean_prediction,median_prediction,sampling_year,error,code_state.x,abbrev_state.x,name_state,code_region,name_region,code_muni,name_muni,code_state.y,abbrev_state.y,geometry
ctb0033-RO2512,8,9.34,4621,4399,1996,1.34,11,RO,Rondônia,1,Norte,1100072,Corumbiara,11,RO,-61.03083333|-12.92916667
ctb0033-RO2656,8,8.38,4956,4566,1996,0.380000000000001,11,RO,Rondônia,1,Norte,1101468,Pimenteiras Do Oeste,11,RO,-61.306907|-13.485739
ctb0033-RO2905,8,8.38,3464,3167,1996,0.380000000000001,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-64.65861111|-9.36138889
ctb0033-RO3316,8,8.65,3260,3216,1996,0.65,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-64.76777778|-9.57527778
ctb0033-RO3492,8,7.96,3595,3527,1996,-0.04,11,RO,Rondônia,1,Norte,1100155,Ouro Preto Do Oeste,11,RO,-62.33861111|-10.74083333
ctb0033-RO1069,9,9.24,3432,3288,1996,0.24,11,RO,Rondônia,1,Norte,1100080,Costa Marques,11,RO,-63.78805556|-12.40388889
ctb0033-RO1077,9,9,3754,3213,1996,0,11,RO,Rondônia,1,Norte,1100080,Costa Marques,11,RO,-63.85916667|-12.21944444
ctb0033-RO1123,9,8.58,3282,3208,1996,-0.42,11,RO,Rondônia,1,Norte,1100320,São Miguel Do Guaporé,11,RO,-62.99416667|-11.68083333
ctb0033-RO1127,9,9.53,3218,3160,1996,0.529999999999999,11,RO,Rondônia,1,Norte,1100320,São Miguel Do Guaporé,11,RO,-62.88388889|-11.80555556
ctb0033-RO1215,9,9.27,3762,3494,1996,0.27,11,RO,Rondônia,1,Norte,1101500,Seringueiras,11,RO,-63.15638889|-11.80638889
ctb0033-RO1243,9,9.88,3586,3473,1996,0.880000000000001,11,RO,Rondônia,1,Norte,1101492,São Francisco Do Guaporé,11,RO,-63.33333333|-12.31111111
ctb0033-RO1536,9,9.21,3302,3288,1996,0.210000000000001,11,RO,Rondônia,1,Norte,1100924,Chupinguaia,11,RO,-60.90777778|-12.61472222
ctb0033-RO1622,9,10.8,3744,3694,1996,1.8,11,RO,Rondônia,1,Norte,1100072,Corumbiara,11,RO,-60.81694444|-12.89833333
ctb0033-RO1697,9,8.7,3753,3635,1996,-0.300000000000001,11,RO,Rondônia,1,Norte,1101468,Pimenteiras Do Oeste,11,RO,-61.36055556|-12.58361111
ctb0033-RO1744,9,8.61,3912,3886,1996,-0.390000000000001,11,RO,Rondônia,1,Norte,1100064,Colorado Do Oeste,11,RO,-60.53111111|-13.07416667
ctb0033-RO2047,9,9.49,3434,3400,1996,0.49,11,RO,Rondônia,1,Norte,1100106,Guajará-Mirim,11,RO,-65.2025|-10.84527778
ctb0033-RO2522,9,8.64,3777,3736,1996,-0.359999999999999,11,RO,Rondônia,1,Norte,1100072,Corumbiara,11,RO,-61.03333333|-12.85555556
ctb0033-RO2791,9,8.56,3153,3086,1996,-0.44,11,RO,Rondônia,1,Norte,1100114,Jaru,11,RO,-62.89694444|-10.965
ctb0033-RO3226,9,9.22,3527,3377,1996,0.220000000000001,11,RO,Rondônia,1,Norte,1100130,Machadinho D'oeste,11,RO,-61.84944444|-9.44083333
ctb0033-RO3306,9,8.98,3245,3189,1996,-0.0199999999999996,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-64.5275|-9.52444444
ctb0033-RO3394,9,9.56,3505,3445,1996,0.560000000000001,11,RO,Rondônia,1,Norte,1100296,Santa Luzia D'oeste,11,RO,-61.79361111|-11.85972222
ctb0033-RO3683,9,8.79,3195,3113,1996,-0.210000000000001,11,RO,Rondônia,1,Norte,1100049,Cacoal,11,RO,-61.65527778|-11.44194444
ctb0033-RO1084,10,9.61,3551,3250,1996,-0.390000000000001,11,RO,Rondônia,1,Norte,1101492,São Francisco Do Guaporé,11,RO,-63.56638889|-12.05361111
ctb0033-RO1104,10,11.65,3124,3080,1996,1.65,11,RO,Rondônia,1,Norte,1101500,Seringueiras,11,RO,-63.08388889|-11.88888889
ctb0033-RO1110,10,10.45,3829,3523,1996,0.449999999999999,11,RO,Rondônia,1,Norte,1101492,São Francisco Do Guaporé,11,RO,-63.41722222|-11.87666667
ctb0033-RO1148,10,10.08,3217,3105,1996,0.0800000000000001,11,RO,Rondônia,1,Norte,1100452,Buritis,11,RO,-63.62138889|-10.0425
ctb0033-RO1529,10,10.08,3368,3307,1996,0.0800000000000001,11,RO,Rondônia,1,Norte,1100924,Chupinguaia,11,RO,-60.98583333|-12.71916667
ctb0033-RO1544,10,9.7,3353,3336,1996,-0.300000000000001,11,RO,Rondônia,1,Norte,1100304,Vilhena,11,RO,-60.75416667|-12.35722222
ctb0033-RO1562,10,10.01,3837,3794,1996,0.00999999999999979,11,RO,Rondônia,1,Norte,1100304,Vilhena,11,RO,-60.3525|-12.78611111
ctb0033-RO1566,10,9.94,3765,3749,1996,-0.0600000000000005,11,RO,Rondônia,1,Norte,1100304,Vilhena,11,RO,-60.43527778|-12.77416667
ctb0033-RO1604,10,10.14,3408,3354,1996,0.140000000000001,11,RO,Rondônia,1,Norte,1100304,Vilhena,11,RO,-60.49027778|-12.37027778
ctb0033-RO2006,10,9.72,3215,3123,1996,-0.279999999999999,11,RO,Rondônia,1,Norte,1100106,Guajará-Mirim,11,RO,-65.25805556|-10.74527778
ctb0033-RO2034,10,10.12,3387,3344,1996,0.119999999999999,11,RO,Rondônia,1,Norte,1100338,Nova Mamoré,11,RO,-65.28527778|-10.30666667
ctb0033-RO2077,10,10.4,3322,3248,1996,0.4,11,RO,Rondônia,1,Norte,1100338,Nova Mamoré,11,RO,-65.22305556|-10.22166667
ctb0033-RO2248,10,10.15,3532,3400,1996,0.15,11,RO,Rondônia,1,Norte,1101450,Parecis,11,RO,-61.67333333|-12.22055556
ctb0033-RO2379,10,9.41,4213,4126,1996,-0.59,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-63.90305556|-8.67166667
ctb0033-RO2546,10,9.98,3339,3223,1996,-0.0199999999999996,11,RO,Rondônia,1,Norte,1100072,Corumbiara,11,RO,-61.40944444|-12.78361111
ctb0033-RO2555,10,10.08,3284,3288,1996,0.0800000000000001,11,RO,Rondônia,1,Norte,1100924,Chupinguaia,11,RO,-60.885|-12.51944444
ctb0033-RO2604,10,10.36,3372,3337,1996,0.359999999999999,11,RO,Rondônia,1,Norte,1100924,Chupinguaia,11,RO,-61.03222222|-12.35555556
